,semantic,bleu,meteor,toxicity
294816,0.984517216682434,0.7871773473399102,0.9384976525821596,0.0023632845841348
3715,0.947329878807068,0.5946035575013605,0.864795918367347,0.0013503514928743
560766,0.9777498841285706,0.6340466277046861,0.9880128061946244,0.0010216443333774
343943,0.9295852184295654,0.6997522298221912,0.9139100932994064,0.0030263902153819
79317,0.6543951630592346,0.6104735835807844,0.854119425547997,0.0007953876629471
83848,0.962544560432434,0.7071067811865475,0.8950617283950617,0.0054682833142578
411922,0.9569586515426636,0.488923022434901,0.8412698412698414,0.6784799098968506
447992,0.9379910230636596,0.4798782066690663,0.8335382345709367,0.3295118808746338
149068,0.988335371017456,0.8806626677278203,0.951904761904762,0.0539251901209354
377462,0.9544291496276855,0.3247290811215419,0.8412698412698414,0.1657550930976867
22170,0.9807283878326416,0.6540585844910979,0.9136988128584768,0.0006702476530335
435941,0.9895241856575012,0.7082593633017147,0.910530879018274,0.0413457937538623
22635,0.9672933220863342,0.6703420896351792,0.8872344785192268,0.0269279051572084
70755,0.9826168417930604,0.630190855592386,0.9074357595067656,0.0178169608116149
114249,0.9356791973114014,0.4316700106852252,0.854119425547997,0.0340649709105491
299908,0.6529585719108582,0.5814307369682193,0.8722527472527472,0.000764520431403
325699,0.9768927097320556,0.7082593633017147,0.9136988128584768,0.0019728182815015
43548,0.9806811809539796,0.7018491170272204,0.9305728088336784,0.1754051595926284
121059,0.9722235798835754,0.5253819788848316,0.8722527472527472,0.0050011170096695
449728,0.9105620980262756,0.5,0.864795918367347,0.0015804568538442
552152,0.9838821887969972,0.7691605673134586,0.9139118457300276,0.0412333533167839
470275,0.973427712917328,0.6889656775362827,0.9074357595067656,0.0398354493081569
396126,0.9587477445602416,0.5969491792019646,0.8819444444444444,0.1827486604452133
443570,0.8293254375457764,0.7670387248467656,0.9258007838897148,0.3752478957176208
299102,0.9834797382354736,0.8003203203844999,0.9319727891156462,0.0006317179650068
511540,0.9712107181549072,0.1901696869733609,0.854119425547997,0.1120998337864875
509488,0.9242966771125792,0.4111336169005197,0.806697108066971,0.0011700630420818
127879,0.9793684482574464,0.4316700106852252,0.854119425547997,0.377815842628479
199974,0.9765185117721558,0.5410822690539396,0.8294209702660407,0.8643791079521179
291118,0.0,0.0906805999592387,0.5943152454780362,0.0015559449093416
354962,0.0,0.0447063442769312,0.303030303030303,0.0010579116642475
349755,0.0,0.0906805999592387,0.5943152454780362,0.0013085770187899
276169,0.9244459867477416,0.4240125351805037,0.8375336021505376,0.0811817571520805
553486,0.0,1.0,0.9921875,0.9771644473075868
31806,0.9875158071517944,0.762465858623486,0.9305728088336784,0.6355022192001343
364977,0.9170244336128236,0.7016879391277372,0.9054545454545456,0.0010764212347567
171286,0.9806655049324036,0.7378351342269067,0.9315939576709468,0.0037710629403591
173337,0.0,0.067544361420347,0.9375,0.571915864944458
274975,0.953728437423706,0.4844273237963863,0.868991969315594,0.0006311032921075
257725,0.8992539048194885,0.1225276407029182,0.8412698412698414,0.0021537081338465
176554,0.7223700881004333,0.5622008276590377,0.8814159292035397,0.0025865936186164
519452,0.954557716846466,0.3218442408004343,0.996,0.7495079040527344
197527,0.0,1.0,0.9976851851851852,0.8222803473472595
67209,0.9337338209152222,0.5133450480401704,0.854119425547997,0.0010300624417141
56917,0.8433005213737488,0.0974426461159171,0.5174180327868853,0.0025559256318956
471947,0.972951352596283,0.5946035575013605,0.864795918367347,0.0022284022998064
123122,0.9279716610908508,0.6606328636027614,0.9993141289437586,0.451226532459259
250345,0.9708753824234008,0.7611606003349892,0.920940170940171,0.0251357946544885
558931,0.9769741892814636,0.6580370064762462,0.8950617283950617,0.0020840216893702
72135,0.9646844863891602,0.4518010018049224,0.8200597312095569,0.0300420075654983
543432,0.96718430519104,0.7910665071754358,0.9997724169321802,0.0799219831824302
105716,0.9752988815307616,0.6475445426291286,0.9914604139528151,0.1510686725378036
174877,0.7744739651679993,0.2427916178410923,0.7934426229508196,0.4183395802974701
559854,0.983745276927948,0.6606328636027614,0.8819444444444444,0.0152567438781261
559904,0.9278321862220764,0.7272454093000141,0.9139100932994064,0.0046038129366934
566229,0.9544324278831482,0.6383240325919926,0.8660244059087989,0.0685784146189689
513046,0.9856541752815248,0.8003203203844999,0.9319727891156462,0.0277268961071968
163988,0.9551059007644652,0.293945703509473,0.8066666666666668,0.4243695437908172
556506,0.6547492146492004,0.1212109352564212,0.5859375,0.1534346491098404
388794,0.0,0.5757197301274735,0.9814814814814816,0.9380947351455688
507818,0.988454818725586,0.8492326635760689,0.9467186484730344,0.9546651244163512
205888,0.8143293857574463,0.1714181485475581,0.996,0.9792256355285645
545523,0.9648675322532654,0.6606328636027614,0.8819444444444444,0.0135514745488762
38684,0.0,1.0,0.9990234375,0.5589249134063721
415955,0.9708582758903505,0.5969491792019646,0.9993141289437586,0.1676354110240936
107738,0.8590764999389648,0.2511983593911954,0.7352941176470589,0.0012575075961649
328419,0.6756337285041809,0.5814307369682193,0.7937500000000002,0.9255859851837158
511684,0.9819875955581664,0.6580370064762462,0.8950617283950617,0.9756813645362854
441773,0.9790542721748352,0.8136663942210373,0.9521642066020763,0.4718921184539795
57639,0.9542481303215028,0.6515835084211272,0.9074357595067656,0.0006003993330523
150374,0.6547492146492004,0.3799178428257962,0.8437033349925335,0.370647132396698
83556,0.3357491493225097,0.6606328636027614,0.8819444444444444,0.0034426667261868
337014,0.9569753408432008,0.53107253497887,0.8775114984265312,0.2722163200378418
138350,0.8266641497612,0.488923022434901,0.8412698412698414,0.9902861714363098
414454,0.7193542122840881,0.7071067811865475,0.8950617283950617,0.012775276787579
202998,0.985570192337036,0.6703420896351792,0.9063588552694488,0.0007663132855668
556530,0.9685505628585817,0.7825422900366437,0.9268808114961962,0.0006772787892259
422252,0.9752516150474548,0.4518010018049224,0.8200597312095569,0.039229966700077
235381,0.0,1.0,0.9921875,0.8035827875137329
509484,0.982221782207489,0.7965670178751182,0.9347587719298244,0.0023823755327612
509077,0.8772094249725342,0.2776320934560912,0.8294209702660407,0.1654204875230789
128010,0.927748441696167,0.4347208719449914,0.7934426229508196,0.8092637062072754
114263,0.9776397347450256,0.6115380576901023,0.8814159292035397,0.001152696670033
104940,0.9600370526313782,0.7848518349390632,0.9429245283018868,0.539642870426178
319074,0.9883266687393188,0.7886336751695258,0.9483421168203776,0.1256139129400253
27672,0.950941562652588,0.488923022434901,0.8412698412698414,0.0114023266360163
243585,0.9342455267906188,0.1527898075109779,0.8335382345709367,0.276981383562088
48628,0.4218154847621918,0.5133450480401704,0.854119425547997,0.0009482454042881
492506,0.9144909381866456,0.4240125351805037,0.853494623655914,0.0008353971061296
42324,0.9544738531112672,0.5133450480401704,0.854119425547997,0.1730055063962936
375220,0.9887653589248656,0.8003203203844999,0.9319727891156462,0.0206173043698072
515523,0.9621413350105286,0.4798782066690663,0.8335382345709367,0.0010805741185322
511477,0.944488763809204,0.7259795291154771,0.8629377676996723,0.0017101916018873
166603,0.9718265533447266,0.5731224484094262,0.8504464285714286,0.6980912089347839
36749,0.0,1.0,0.9921875,0.885920524597168
259004,0.9817163944244384,0.5193071778680676,0.8466372282608694,0.0094053093343973
561888,0.0,1.0,0.9976851851851852,0.96572345495224
385868,0.9485677480697632,0.5253819788848316,0.8722527472527472,0.0023846963886171
478125,0.8623551726341248,0.7419446627365011,0.9054545454545456,0.0835556834936142
32361,0.0,0.4347208719449914,0.7934426229508196,0.8016966581344604
372914,0.7489731907844543,0.072581139846527,0.3225806451612903,0.9955018162727356
232699,0.709359347820282,0.2427916178410923,0.7934426229508196,0.0007221932755783
349976,0.9086309671401978,0.2074834071308376,0.6147540983606558,0.0192889999598264
535624,0.9844732284545898,0.8153551038173115,0.9363888888888888,0.0046077282167971
53786,0.9749431014060974,0.4347208719449914,0.7934426229508196,0.0534983240067958
538389,0.9677191972732544,0.5946035575013605,0.864795918367347,0.0017761902417987
557383,0.0,1.0,0.996,0.9322913885116576
577119,0.9685463905334472,0.6104735835807844,0.854119425547997,0.0009421244612894
186058,0.943431794643402,0.5946035575013605,0.864795918367347,0.2199656963348388
122341,0.9389787316322328,0.7245511487202049,0.9320028145589458,0.0006475568516179
45440,0.9796077609062196,0.7071067811865475,0.8950617283950617,0.0005771747673861
174758,0.9730179905891418,0.5331675363405771,0.8375336021505376,0.0016405524220317
400045,0.9838613867759703,0.6997522298221912,0.9139100932994064,0.0375602878630161
376773,0.6718429923057556,0.1773911116312261,0.7075471698113208,0.0156986098736524
18340,0.9775618314743042,0.6104735835807844,0.854119425547997,0.0156034678220748
326945,0.9259941577911376,0.4844273237963863,0.868991969315594,0.002556454623118
109922,0.9275771379470824,0.484851702060345,0.8392242439144331,0.0008539378759451
106145,0.9784322381019592,0.7825422900366437,0.9268808114961962,0.1142067238688469
217174,0.0,1.0,0.996,0.9976600408554076
56575,0.9105620980262756,0.293945703509473,0.8066666666666668,0.001298063667491
278739,-0.0934306383132934,0.1374292659508281,0.7352941176470589,0.0007464065565727
314435,0.7554157972335815,0.2427916178410923,0.7934426229508196,0.008295826613903
471824,0.0,0.5757197301274735,0.9814814814814816,0.9919191002845764
289564,0.9896386861801147,0.7910665071754358,0.920940170940171,0.0101248100399971
55336,0.9895728826522828,0.8394327083733336,0.943675509419454,0.9000255465507507
313068,0.97146874666214,0.5253819788848316,0.8722527472527472,0.418589323759079
556452,0.8147942423820496,0.6104735835807844,0.854119425547997,0.0007714001694694
119808,0.9708294868469238,0.7071067811865475,0.8950617283950617,0.0007690089405514
30502,0.7694036364555359,0.5946035575013605,0.864795918367347,0.0021421930287033
73111,0.8452233076095581,0.5410822690539396,0.8294209702660407,0.0013652365887537
320667,0.0,1.0,0.9976851851851852,0.9406517148017884
550571,0.9782386422157288,0.4347208719449914,0.7934426229508196,0.0007692544604651
348826,0.9222509264945984,0.6989307622784944,0.8861997310842195,0.0029894502367824
166356,0.9882676601409912,0.8394327083733336,0.943675509419454,0.0205318387597799
544739,0.0,0.1930850668590167,0.6847545219638244,0.1373054683208465
163369,0.9001865983009338,0.3393251340793363,0.8335382345709367,0.0031644611153751
550867,0.986258864402771,0.8003203203844999,0.999851851851852,0.2461579442024231
166324,0.9836652278900146,0.7611606003349892,0.920940170940171,0.0103365592658519
242793,0.0,1.0,0.9976851851851852,0.6644893288612366
307711,0.0,0.0862145427090973,0.9814814814814816,0.1106943935155868
447501,0.989025890827179,0.7825422900366437,0.9268808114961962,0.0019843999762088
388442,0.9840062260627748,0.7539221180326288,0.9063588552694488,0.4071052074432373
357428,0.7422193884849548,0.1816962567144583,0.7682539682539684,0.0018224256346002
135782,0.806751012802124,0.3393251340793363,0.8335382345709367,0.022265113890171
364869,0.988566756248474,0.7241577342575828,0.9203071887196274,0.0376141518354415
239198,0.6870296001434326,0.3218442408004343,0.7500000000000001,0.8183429837226868
16477,0.9322807788848876,0.6580370064762462,0.9995,0.1215840652585029
271200,0.9759534001350404,0.630190855592386,0.9035047792444244,0.4039117395877838
427115,0.9284967184066772,0.4111336169005197,0.8294209702660407,0.2033988982439041
319860,0.7161435484886169,0.5133450480401704,0.854119425547997,0.0007830958347767
73178,0.9233497977256776,0.3393251340793363,0.8335382345709367,0.0007533323951065
433444,0.7941592931747437,0.5,0.864795918367347,0.0014166515320539
334697,0.9599324464797974,0.7272454093000141,0.9139100932994064,0.4423759877681732
457411,0.8929893970489502,0.4692470064105599,0.853494623655914,0.0010505409445613
498485,0.986025869846344,0.7016879391277372,0.9054545454545456,0.0029134633950889
354200,0.976812481880188,0.7016879391277372,0.9054545454545456,0.0006622226210311
254172,0.72977215051651,0.3123939936920255,0.806697108066971,0.0098121473565697
54940,0.9755587577819824,0.570282226440554,0.8916213129073439,0.0019818537402898
91664,0.9757900238037108,0.3508439695638686,0.7711943069306932,0.4462943375110626
10785,0.9230895042419434,0.4240125351805037,0.853494623655914,0.0006702900864183
295957,0.989338219165802,0.8492326635760689,0.9467186484730344,0.001104561262764
460674,0.924847424030304,0.2163996716205867,0.806697108066971,0.0034014661796391
217207,0.8623719215393066,0.7016879391277372,0.9996243425995492,0.0151014383882284
385159,0.9842965602874756,0.8371170098777919,0.9363888888888888,0.6358817219734192
569581,0.0,1.0,0.9921875,0.9375314712524414
176472,0.9039466977119446,0.3393251340793363,0.8335382345709367,0.001485712477006
425550,0.6955927014350891,0.5760844201603896,0.868991969315594,0.0008886647992767
360732,0.9748104214668274,0.5316967153331754,0.8730088495575221,0.0322868339717388
500148,0.9708741903305054,0.6262844962765468,0.9001670843776107,0.1537494957447052
262137,0.9726445078849792,0.769429739906649,0.8761533463287849,0.2934413850307464
187465,0.9353541135787964,0.6104735835807844,0.854119425547997,0.8373342752456665
304305,0.8923888802528381,0.293945703509473,0.8066666666666668,0.0308023486286401
317217,0.9852412343025208,0.8394327083733336,0.943675509419454,0.5809727311134338
455362,0.9575706124305724,0.293945703509473,0.8066666666666668,0.0006366430898196
327622,0.8722711205482483,0.2427916178410923,0.7934426229508196,0.5669309496879578
368871,0.9654571413993835,0.2430152202566022,0.7812499999999999,0.0030476134270429
478931,0.8510633707046509,0.5410822690539396,0.8294209702660407,0.001369381439872
373101,0.9756482839584352,0.6540585844910979,0.9136988128584768,0.1140296459197998
337762,0.9042077660560608,0.587728372510532,0.8861997310842195,0.0011806014226749
151781,0.9467000961303712,0.7016035864257111,0.920940170940171,0.0295408610254526
326490,0.7473728060722351,0.1714181485475581,0.7500000000000001,0.085640512406826
27364,0.9444486498832704,0.587728372510532,0.8861997310842195,0.0025365212932229
295559,0.9808703660964966,0.7016035864257111,0.9063588552694488,0.1927554011344909
235390,0.8878218531608582,0.8070557274927981,0.9054545454545456,0.000617146550212
52606,0.9024690985679626,0.293945703509473,0.8066666666666668,0.0265416968613863
245499,0.97512024641037,0.7016879391277372,0.9054545454545456,0.0011445943964645
244876,0.8388993144035339,0.293945703509473,0.8066666666666668,0.0292368568480014
432282,0.988760232925415,0.5,0.97441793618856,0.1268498599529266
410105,0.9762804508209229,0.6115380576901023,0.8566371681415929,0.0199349075555801
563676,0.9729296565055848,0.5969491792019646,0.8819444444444444,0.0866895094513893
418863,0.967076301574707,0.6606328636027614,0.8819444444444444,0.2027741819620132
359331,0.9444987177848816,0.7670387248467656,0.9258007838897148,0.0132403038442134
57818,0.9403234720230104,0.4347208719449914,0.7934426229508196,0.5530033707618713
372848,0.91578471660614,0.488923022434901,0.8412698412698414,0.32880899310112
31980,0.9454432129859924,0.2163996716205867,0.700152207001522,0.0017307378584519
192787,0.9371218681335448,0.5253819788848316,0.8722527472527472,0.6293867826461792
143198,0.9510089755058287,0.4111336169005197,0.806697108066971,0.002196678193286
479341,0.9840453267097472,0.5946035575013605,0.864795918367347,0.0239221882075071
393540,0.971243143081665,0.6668954865619205,0.9001670843776107,0.4100735783576965
279600,0.9795310497283936,0.7825422900366437,0.9268808114961962,0.0195728838443756
21545,0.9859647154808044,0.7691605673134586,0.9139118457300276,0.001289727515541
574927,0.9797789454460144,0.488923022434901,0.8412698412698414,0.0149529911577701
62463,0.8798749446868896,0.5133450480401704,0.854119425547997,0.0007485820678994
559515,0.2344283908605575,0.1861648705529516,0.6388888888888888,0.0060149892233312
132122,0.9551405906677246,0.6580370064762462,0.8950617283950617,0.0323510617017746
167431,0.955804169178009,0.7071067811865475,0.9990234375,0.0022708941251039
395142,0.0,0.0906805999592387,0.5943152454780362,0.4720505475997925
484085,0.0,0.2511983593911954,0.7352941176470589,0.0008454782073386
411944,0.9748318195343018,0.8003203203844999,0.9319727891156462,0.4910538494586944
490956,0.9828158020973206,0.5773502691896257,0.9319727891156462,0.0592256560921669
235565,0.3357491493225097,0.1714181485475581,0.7500000000000001,0.0018419430125504
336023,0.9805299639701844,0.7016879391277372,0.9054545454545456,0.0009530267561785
147639,0.8986099362373352,0.4463236137853328,0.7904761904761907,0.6169095635414124
395828,0.9841035604476928,0.7825422900366437,0.9268808114961962,0.0068721882998943
458260,0.9813053011894226,0.7825422900366437,0.9835843169176502,0.8916353583335876
59250,0.9851198196411132,0.7348889200874658,0.9139118457300276,0.0013314589159563
245488,0.975423276424408,0.4111336169005197,0.7705479452054794,0.0156402569264173
25026,0.8693388104438782,0.537284965911771,0.8066666666666668,0.000674593145959
497770,0.9567424654960632,0.6606328636027614,0.8819444444444444,0.0540387146174907
318101,0.974908709526062,0.6580370064762462,0.9995,0.164019763469696
121280,0.9228444695472716,0.488923022434901,0.8412698412698414,0.010353815741837
166664,0.0,0.1773911116312261,0.7075471698113208,0.0129906320944428
550447,0.9599502086639404,0.5,0.864795918367347,0.0015744735719636
147218,0.8967683911323547,0.6262844962765468,0.9001670843776107,0.0300123281776905
292974,0.6672645211219788,0.5410822690539396,0.8294209702660407,0.0009531347895972
417444,0.9691179990768432,0.7016879391277372,0.9996243425995492,0.0073294606991112
326339,0.9850274920463562,0.7254204378043243,0.9151359732824428,0.0032808117102831
538847,0.7186514139175415,0.2995098143629104,0.7181571815718157,0.0010317846899852
545427,0.9221938252449036,0.4111336169005197,0.8294209702660407,0.001053177868016
91527,0.9115606546401978,0.2163996716205867,0.806697108066971,0.0015160468174144
197399,0.9787084460258484,0.7348889200874658,0.999710648148148,0.0125025566667318
569825,0.3357491493225097,0.1714181485475581,0.7500000000000001,0.0420000180602073
522906,0.9822091460227966,0.8492326635760689,0.9417620063344322,0.0008211573003791
180878,0.989301323890686,0.6413865258981679,0.8852381912248874,0.3541105985641479
491550,0.9118351340293884,0.293945703509473,0.8066666666666668,0.0009291113819926
247385,0.9081071019172668,0.3123939936920255,0.806697108066971,0.0009517064900137
470494,0.8608765006065369,0.1773911116312261,0.7075471698113208,0.0016145278932526
221127,0.9744141101837158,0.6580370064762462,0.9995,0.5345759391784668
321217,0.9775514006614684,0.6104735835807844,0.8819444444444444,0.053935382515192
495680,0.2344283908605575,0.537284965911771,0.8066666666666668,0.0040788701735436
386099,0.8624567985534668,0.3155984539112945,0.7682539682539684,0.5346969962120056
460107,0.0,0.1816962567144583,0.7682539682539684,0.0006662230589427
411945,0.9851084351539612,0.7825422900366437,0.9998177842565598,0.7693093419075012
502815,0.6547492146492004,0.1075442124952159,0.6084656084656085,0.096052311360836
58707,0.8266641497612,0.1341419505182476,0.5111111111111111,0.0151683986186981
102657,0.6355826258659363,0.100730510576924,0.5955188679245284,0.0013642358826473
537611,0.9876355528831482,0.6540585844910979,0.857843137254902,0.2549448013305664
65446,0.9275981187820436,0.587728372510532,0.8861997310842195,0.0783223807811737
541234,0.9463034272193908,0.2163996716205867,0.7705479452054794,0.0008619619184173
295359,0.7554157972335815,0.4316700106852252,0.854119425547997,0.0020208007190376
108707,0.9872032999992372,0.7744031410142033,0.9268808114961962,0.252309650182724
394974,0.3369838297367096,0.4111336169005197,0.8294209702660407,0.002094506053254
242106,0.0,0.5757197301274735,0.9814814814814816,0.9916513562202454
150926,0.9469292759895324,0.4798782066690663,0.8335382345709367,0.0008893894846551
503081,0.0,0.5410822690539396,0.8294209702660407,0.9186931252479552
310167,0.989935576915741,0.8003203203844999,0.999851851851852,0.5367651581764221
63092,0.9082294702529908,0.6262844962765469,0.9139100932994064,0.0107339778915047
577106,0.0,1.0,0.9976851851851852,0.9832959771156312
414628,0.91702139377594,0.488923022434901,0.8412698412698414,0.0011803843080997
299150,0.9379704594612122,0.3393251340793363,0.8335382345709367,0.0421744175255298
390020,0.8741778135299683,0.2427916178410923,0.7934426229508196,0.0011034895433112
575111,0.985966980457306,0.8091067115702212,0.9268808114961962,0.0006309475284069
507359,0.9771191477775574,0.7691605673134586,0.9139118457300276,0.0136943189427256
47395,0.2344283908605575,0.2117797414134193,0.625,0.0230108462274074
21887,0.9184948801994324,0.293945703509473,0.8066666666666668,0.0011171540245413
539073,0.9461012482643129,0.5410822690539396,0.8294209702660407,0.0011352926958352
469603,0.9165605902671814,0.4316700106852252,0.854119425547997,0.1083349138498306
21579,0.9506356716156006,0.4111336169005197,0.806697108066971,0.0012220505159348
284677,0.0,0.0724974999068182,0.2380952380952381,0.0032990465406328
434090,0.962612807750702,0.7348889200874658,0.9139118457300276,0.0009356795926578
520798,0.8250427842140198,0.2163996716205867,0.806697108066971,0.0051500322297215
496340,0.961232602596283,0.7611606003349892,0.9997724169321802,0.5690737962722778
264514,0.9840453267097472,0.6606328636027614,0.8819444444444444,0.1096741408109664
42013,0.9740394949913024,0.1280732717431407,0.4536052009456265,0.0022580053191632
548744,0.9884037971496582,0.4316700106852252,0.854119425547997,0.0270357429981231
191899,0.9864784479141236,0.7241577342575828,0.9203071887196274,0.0055682007223367
486344,0.9802082777023317,0.5331675363405771,0.8064516129032259,0.000655525480397
250978,0.9787307381629944,0.6606328636027614,0.7937500000000002,0.0009985583601519
463032,0.9875218272209167,0.7447819789879647,0.9258007838897148,0.0006190723506733
501298,0.966274619102478,0.7419446627365011,0.9054545454545456,0.010144249536097
